datetime,co,no2,o3,pm10,so2
2024-06-17 14:00:00,-1.0,10.0,73.2,17.0,-1.0
2024-06-17 15:00:00,-1.0,12.3,75.9,19.0,0.047
2024-06-17 16:00:00,-1.0,16.5,68.9,21.0,0.0485
2024-06-17 17:00:00,-1.0,52.7,39.4,21.0,0.194
2024-06-17 18:00:00,-1.0,44.5,45.3,21.5,-1.0
2024-06-17 19:00:00,-1.0,30.1,49.3,22.0,0.0941
2024-06-17 20:00:00,-1.0,15.1,60.1,22.0,0.0941
2024-06-17 21:00:00,-1.0,10.7,52.2,16.0,0.00735
2024-06-17 22:00:00,-1.0,5.63,49.0,9.98,-1.0
2024-06-17 23:00:00,-1.0,5.91,44.7,9.98,-1.0
2024-06-18 00:00:00,-1.0,4.82,42.8,11.0,0.0514
2024-06-18 01:00:00,-1.0,4.87,41.4,12.0,0.00147
2024-06-18 02:00:00,-1.0,5.56,52.5,12.0,-1.0
2024-06-18 03:00:00,-1.0,4.31,63.3,13.0,0.0705
2024-06-18 04:00:00,-1.0,4.24,61.6,14.0,-1.0
2024-06-18 05:00:00,-1.0,3.25,68.8,14.0,-1.0
2024-06-18 06:00:00,-1.0,5.08,67.8,14.0,0.165
2024-06-18 07:00:00,-1.0,8.22,70.7,14.0,-1.0
2024-06-18 08:00:00,-1.0,12.3,75.3,14.0,0.107
2024-06-18 09:00:00,-1.0,11.5,78.4,13.0,0.0176
2024-06-18 10:00:00,-1.0,8.74,81.6,12.0,0.022
2024-06-18 11:00:00,-1.0,8.77,80.3,12.0,0.153
2024-06-18 12:00:00,-1.0,8.4,80.1,11.5,0.14
2024-06-18 13:00:00,-1.0,12.6,78.8,11.0,0.132
2024-06-18 14:00:00,-1.0,8.81,81.6,11.0,0.0985
2024-06-18 15:00:00,-1.0,8.43,88.7,15.0,0.0588
2024-06-18 16:00:00,-1.0,6.79,91.4,19.0,0.172
2024-06-18 17:00:00,-1.0,6.22,90.1,19.0,0.15
2024-06-18 18:00:00,-1.0,6.74,86.4,17.0,0.138
2024-06-18 19:00:00,-1.0,5.4,86.4,15.0,0.0896
2024-06-18 20:00:00,-1.0,5.21,84.8,15.0,0.0999
2024-06-18 21:00:00,-1.0,4.93,87.5,14.0,0.0485
2024-06-18 22:00:00,-1.0,6.72,84.9,13.0,0.0764
2024-06-18 23:00:00,-1.0,11.6,76.6,13.0,0.232
2024-06-19 00:00:00,-1.0,7.26,72.5,13.0,0.168
2024-06-19 01:00:00,-1.0,4.06,68.8,13.0,0.182
2024-06-19 02:00:00,-1.0,2.53,68.2,13.0,0.14
2024-06-19 03:00:00,-1.0,1.69,69.3,12.5,0.17
2024-06-19 04:00:00,-1.0,1.92,69.8,12.0,0.244
2024-06-19 05:00:00,-1.0,2.44,68.6,12.0,0.219
2024-06-19 06:00:00,-1.0,4.13,66.4,11.0,0.232
2024-06-19 07:00:00,-1.0,7.36,65.1,9.98,0.147
2024-06-19 08:00:00,-1.0,12.0,64.6,9.98,0.129
2024-06-19 09:00:00,-1.0,10.1,70.8,12.0,0.169
2024-06-19 10:00:00,-1.0,8.69,70.2,14.0,0.123
2024-06-19 11:00:00,-1.0,11.1,67.2,14.0,0.097
2024-06-19 12:00:00,-1.0,12.4,60.7,14.5,0.0323
2024-06-19 13:00:00,-1.0,16.7,56.1,15.0,0.0735
2024-06-19 14:00:00,-1.0,17.2,58.8,15.0,0.27
2024-06-19 15:00:00,-1.0,21.9,59.5,14.0,0.112
2024-06-19 16:00:00,-1.0,20.0,59.2,13.0,0.106
2024-06-19 17:00:00,-1.0,12.5,65.7,13.0,0.075
2024-06-19 18:00:00,-1.0,8.94,78.1,12.0,0.113
2024-06-19 19:00:00,-1.0,10.2,73.6,11.0,0.173
2024-06-19 20:00:00,-1.0,7.69,71.6,11.0,0.235
2024-06-19 21:00:00,-1.0,5.09,76.5,11.5,0.263
2024-06-19 22:00:00,-1.0,4.71,78.1,12.0,0.209
2024-06-19 23:00:00,-1.0,5.21,74.3,12.0,0.179
2024-06-20 00:00:00,-1.0,4.53,66.9,12.5,0.0999
2024-06-20 01:00:00,-1.0,3.08,69.2,13.0,0.113
2024-06-20 02:00:00,-1.0,1.33,69.1,13.0,0.129
2024-06-20 03:00:00,-1.0,0.963,67.7,11.0,0.303
2024-06-20 04:00:00,-1.0,1.37,63.4,8.98,0.195
2024-06-20 05:00:00,-1.0,2.38,59.4,8.98,0.276
2024-06-20 06:00:00,-1.0,3.17,61.4,8.48,0.22
2024-06-20 07:00:00,-1.0,5.45,60.8,7.98,0.315
2024-06-20 13:00:00,-1.0,5.05,61.2,15.0,0.313
2024-06-20 14:00:00,-1.0,6.13,63.4,15.0,0.329
2024-06-20 15:00:00,-1.0,5.84,64.3,14.5,0.353
2024-06-20 16:00:00,-1.0,8.15,62.1,14.0,0.473
2024-06-20 17:00:00,-1.0,9.52,60.2,14.0,0.247
2024-06-20 19:00:00,-1.0,3.71,76.1,13.0,0.266
2024-06-20 20:00:00,-1.0,3.36,73.5,13.0,0.287
2024-06-20 21:00:00,-1.0,3.92,73.3,14.0,0.225
2024-06-20 22:00:00,-1.0,3.22,74.6,15.0,0.115
2024-06-20 23:00:00,-1.0,4.48,71.9,15.0,0.181
2024-06-21 00:00:00,-1.0,5.5,65.5,16.0,0.178
2024-06-21 01:00:00,-1.0,3.33,63.3,17.0,0.165
2024-06-21 02:00:00,-1.0,2.32,61.1,17.0,0.147
2024-06-21 03:00:00,-1.0,2.74,56.8,16.0,0.203
2024-06-21 04:00:00,-1.0,2.37,52.2,15.0,0.201
2024-06-21 05:00:00,-1.0,5.0,48.5,15.0,0.222
2024-06-21 06:00:00,-1.0,6.87,48.4,14.5,0.195
2024-06-21 07:00:00,-1.0,6.98,51.2,14.0,0.27
2024-06-21 08:00:00,-1.0,10.8,54.9,14.0,0.253
2024-06-21 09:00:00,-1.0,9.58,57.8,15.0,0.212
2024-06-21 10:00:00,-1.0,10.6,61.6,16.0,0.216
2024-06-21 11:00:00,-1.0,8.79,66.1,16.0,0.432
2024-06-21 12:00:00,-1.0,5.67,66.9,18.5,0.285
2024-06-21 13:00:00,-1.0,4.98,65.5,21.0,0.332
2024-06-21 14:00:00,-1.0,5.29,65.9,21.0,0.416
2024-06-21 15:00:00,-1.0,4.31,69.3,18.0,0.488
2024-06-21 16:00:00,-1.0,3.49,74.8,15.0,0.511
2024-06-21 17:00:00,-1.0,3.38,76.5,15.0,0.347
2024-06-21 18:00:00,-1.0,5.84,71.6,17.0,0.372
2024-06-21 19:00:00,-1.0,3.53,70.8,19.0,0.395
2024-06-21 20:00:00,-1.0,3.91,67.0,19.0,0.27
2024-06-21 21:00:00,-1.0,3.58,65.0,15.5,0.31
2024-06-21 22:00:00,-1.0,4.97,63.0,12.0,0.309
2024-06-21 23:00:00,-1.0,11.5,54.3,12.0,0.37
2024-06-22 00:00:00,-1.0,11.2,51.3,11.0,0.541
2024-06-22 01:00:00,-1.0,9.87,51.7,9.98,0.454
2024-06-22 02:00:00,-1.0,14.1,46.6,9.98,0.682
2024-06-22 03:00:00,-1.0,9.24,49.5,9.48,0.614
2024-06-22 04:00:00,-1.0,6.44,51.4,8.98,0.607
2024-06-22 05:00:00,-1.0,8.69,49.3,8.98,0.608
2024-06-22 06:00:00,-1.0,3.64,53.8,8.98,0.566
2024-06-22 07:00:00,-1.0,6.58,51.5,8.98,0.444
2024-06-22 08:00:00,-1.0,12.1,47.1,8.98,0.702
2024-06-22 09:00:00,-1.0,18.8,43.8,9.48,0.845
2024-06-22 10:00:00,-1.0,9.0,56.2,9.98,0.842
2024-06-22 11:00:00,-1.0,21.6,48.5,9.98,0.989
2024-06-22 12:00:00,-1.0,24.1,46.2,11.0,1.14
2024-06-22 13:00:00,-1.0,31.1,39.4,12.0,1.28
2024-06-22 14:00:00,-1.0,26.1,44.2,12.0,0.996
2024-06-22 15:00:00,-1.0,18.9,53.2,11.5,0.901
2024-06-22 16:00:00,-1.0,10.0,61.0,11.0,0.827
2024-06-22 17:00:00,-1.0,8.22,60.9,11.0,0.654
2024-06-22 18:00:00,-1.0,7.24,61.3,10.5,0.675
2024-06-22 19:00:00,-1.0,6.13,61.0,9.98,0.62
2024-06-22 20:00:00,-1.0,6.43,61.2,9.98,0.245
2024-06-22 21:00:00,-1.0,7.97,60.1,9.98,0.686
2024-06-22 22:00:00,-1.0,9.26,58.2,9.98,0.757
2024-06-22 23:00:00,-1.0,9.53,52.0,9.98,0.858
2024-06-23 00:00:00,-1.0,6.99,50.6,10.5,0.791
2024-06-23 01:00:00,-1.0,5.35,51.1,11.0,1.15
2024-06-23 02:00:00,-1.0,4.38,50.6,11.0,1.21
2024-06-23 03:00:00,-1.0,4.82,47.0,12.0,1.18
2024-06-23 04:00:00,-1.0,3.8,47.6,13.0,1.27
2024-06-23 05:00:00,-1.0,2.98,47.9,13.0,1.39
2024-06-23 06:00:00,-1.0,4.31,48.1,13.5,3.35
2024-06-23 07:00:00,-1.0,3.63,49.9,14.0,2.16
2024-06-23 08:00:00,-1.0,3.19,54.2,14.0,1.6
2024-06-23 09:00:00,-1.0,3.38,59.7,13.5,1.13
2024-06-23 10:00:00,-1.0,3.36,63.6,13.0,0.814
2024-06-23 11:00:00,-1.0,5.32,64.6,13.0,0.83
2024-06-23 12:00:00,-1.0,7.35,65.8,13.0,1.2
2024-06-23 13:00:00,-1.0,5.72,68.3,13.0,1.19
2024-06-23 14:00:00,-1.0,6.72,68.7,13.0,1.03
2024-06-23 15:00:00,-1.0,6.49,69.7,14.0,0.91
2024-06-23 16:00:00,-1.0,5.91,71.9,15.0,0.91
2024-06-23 17:00:00,-1.0,4.75,73.6,15.0,0.983
2024-06-23 18:00:00,-1.0,5.83,71.8,14.0,0.986
2024-06-23 19:00:00,-1.0,5.12,72.7,13.0,0.961
2024-06-23 20:00:00,-1.0,6.86,68.9,13.0,0.874
2024-06-23 21:00:00,-1.0,11.3,59.8,13.0,0.914
2024-06-23 22:00:00,-1.0,16.2,52.9,13.0,1.44
2024-06-23 23:00:00,-1.0,31.5,33.9,13.0,1.46
2024-06-24 00:00:00,-1.0,31.2,31.6,32.4,1.34
2024-06-24 01:00:00,-1.0,14.1,44.4,51.9,0.738
2024-06-24 02:00:00,-1.0,8.28,49.1,51.9,0.645
2024-06-24 03:00:00,-1.0,7.12,51.3,40.4,0.635
2024-06-24 04:00:00,-1.0,6.23,52.8,28.9,0.611
2024-06-24 05:00:00,-1.0,7.16,52.4,28.9,0.406
2024-06-24 06:00:00,-1.0,14.2,43.2,23.0,0.442
2024-06-24 07:00:00,-1.0,20.8,38.0,17.0,0.35
2024-06-24 08:00:00,-1.0,12.6,48.8,17.0,0.394
2024-06-24 09:00:00,-1.0,9.97,56.7,15.0,0.397
2024-06-24 10:00:00,-1.0,6.66,63.7,13.0,0.498
2024-06-24 11:00:00,-1.0,14.3,58.3,13.0,0.742
2024-06-24 12:00:00,-1.0,21.3,46.6,12.5,0.548
2024-06-24 13:00:00,-1.0,18.4,52.6,12.0,0.733
2024-06-24 14:00:00,-1.0,12.6,67.4,12.0,0.88
2024-06-24 15:00:00,-1.0,7.36,74.0,12.0,1.06
2024-06-24 16:00:00,-1.0,1.96,76.5,12.0,0.673
2024-06-24 17:00:00,-1.0,3.24,77.4,12.0,0.632
2024-06-24 18:00:00,-1.0,2.89,75.5,11.0,0.648
2024-06-24 19:00:00,-1.0,2.32,73.6,9.98,0.47
2024-06-24 20:00:00,-1.0,3.51,68.0,9.98,0.3
2024-06-24 21:00:00,-1.0,6.51,62.8,12.0,0.37
2024-06-24 22:00:00,-1.0,6.5,64.2,14.0,0.267
2024-06-24 23:00:00,-1.0,7.58,61.1,14.0,0.362
2024-06-25 00:00:00,-1.0,5.25,59.1,14.0,0.212
2024-06-25 01:00:00,-1.0,7.49,52.2,14.0,0.267
2024-06-25 02:00:00,-1.0,12.7,51.8,14.0,0.344
2024-06-25 03:00:00,-1.0,5.36,57.8,11.5,0.41
2024-06-25 04:00:00,-1.0,4.45,56.7,8.98,0.332
2024-06-25 05:00:00,-1.0,4.16,54.6,8.98,0.378
2024-06-25 06:00:00,-1.0,4.59,52.3,8.48,0.366
2024-06-25 07:00:00,-1.0,8.1,47.4,7.98,0.425
2024-06-25 08:00:00,-1.0,10.7,46.3,7.98,0.548
2024-06-25 09:00:00,-1.0,10.1,48.4,10.5,0.566
2024-06-25 10:00:00,-1.0,11.6,49.0,13.0,0.752
2024-06-25 11:00:00,-1.0,9.45,54.1,13.0,0.657
2024-06-25 12:00:00,-1.0,9.35,58.6,16.5,0.783
2024-06-25 13:00:00,-1.0,15.0,56.3,20.0,0.924
2024-06-25 14:00:00,-1.0,7.69,62.4,20.0,0.647
2024-06-25 15:00:00,-1.0,6.44,66.7,20.5,0.628
2024-06-25 16:00:00,-1.0,6.55,66.7,21.0,0.617
2024-06-25 17:00:00,-1.0,5.54,65.3,21.0,0.548
2024-06-25 18:00:00,-1.0,4.61,63.6,17.5,0.439
2024-06-25 19:00:00,-1.0,5.59,65.8,14.0,0.467
2024-06-25 20:00:00,-1.0,4.3,68.8,14.0,0.334
2024-06-25 21:00:00,-1.0,7.9,69.3,14.5,0.432
2024-06-25 22:00:00,-1.0,6.56,71.9,15.0,0.416
2024-06-25 23:00:00,-1.0,6.16,70.4,15.0,0.412
2024-06-26 00:00:00,-1.0,7.2,66.2,15.5,0.489
2024-06-26 01:00:00,-1.0,8.26,61.6,16.0,0.416
2024-06-26 02:00:00,-1.0,5.16,64.0,16.0,0.601
2024-06-26 03:00:00,-1.0,3.93,63.2,15.0,0.36
2024-06-26 04:00:00,-1.0,3.41,62.3,14.0,0.392
2024-06-26 05:00:00,-1.0,4.92,59.3,14.0,0.0265
2024-06-26 06:00:00,-1.0,6.54,60.5,13.5,0.0647
2024-06-26 07:00:00,-1.0,8.69,59.5,13.0,0.106
2024-06-26 08:00:00,-1.0,9.4,60.7,13.0,0.339
2024-06-26 09:00:00,-1.0,8.53,68.1,18.0,0.341
2024-06-26 10:00:00,-1.0,5.57,73.7,23.0,0.498
2024-06-26 11:00:00,-1.0,6.31,76.6,23.0,0.281
2024-06-26 12:00:00,-1.0,6.37,75.7,21.5,0.272
2024-06-26 13:00:00,-1.0,5.72,74.1,20.0,0.201
2024-06-26 14:00:00,-1.0,7.64,76.4,20.0,0.145
2024-06-26 15:00:00,-1.0,6.75,79.2,22.0,0.0764
2024-06-26 16:00:00,-1.0,6.39,79.1,24.0,0.188
2024-06-26 17:00:00,-1.0,6.16,80.1,24.0,0.215
2024-06-26 18:00:00,-1.0,5.3,77.9,21.5,0.209
2024-06-26 19:00:00,-1.0,4.59,79.1,19.0,0.148
2024-06-26 20:00:00,-1.0,6.03,78.1,19.0,0.163
2024-06-26 21:00:00,-1.0,5.04,71.1,14.0,0.0456
2024-06-26 22:00:00,-1.0,5.84,71.3,8.98,0.16
2024-06-26 23:00:00,-1.0,7.22,68.3,8.98,0.0735
2024-06-27 00:00:00,-1.0,6.1,69.7,9.48,0.19
2024-06-27 01:00:00,-1.0,6.17,72.2,9.98,0.0632
2024-06-27 02:00:00,-1.0,7.31,73.5,9.98,0.0382
2024-06-27 03:00:00,-1.0,6.61,70.2,12.0,0.0235
2024-06-27 04:00:00,-1.0,5.21,65.5,14.0,0.0367
2024-06-27 05:00:00,-1.0,8.06,53.4,14.0,0.232
2024-06-27 06:00:00,-1.0,11.2,56.6,15.0,0.144
2024-06-27 07:00:00,-1.0,14.4,59.1,16.0,0.265
2024-06-27 08:00:00,-1.0,10.8,67.8,16.0,0.284
2024-06-27 09:00:00,-1.0,8.95,72.9,16.0,0.281
2024-06-27 10:00:00,-1.0,7.53,78.1,16.0,0.16
2024-06-27 11:00:00,-1.0,22.1,61.9,16.0,0.356
2024-06-27 12:00:00,-1.0,21.0,57.8,20.0,0.369
2024-06-27 13:00:00,-1.0,12.5,73.3,24.0,0.353
2024-06-27 15:00:00,-1.0,8.76,86.6,24.0,0.234
2024-06-28 01:00:00,-1.0,12.9,69.8,25.0,0.025
2024-06-28 05:00:00,-1.0,5.22,62.1,17.0,0.072
2024-06-28 06:00:00,-1.0,14.9,50.3,19.5,0.0573
2024-06-28 07:00:00,-1.0,17.7,47.2,22.0,0.0338
2024-06-28 08:00:00,-1.0,25.7,50.3,22.0,0.0338
2024-06-28 09:00:00,-1.0,21.4,56.5,27.4,0.0705
2024-06-28 10:00:00,-1.0,13.9,64.9,32.9,0.0661
2024-06-28 11:00:00,-1.0,13.4,72.9,32.9,-1.0
2024-06-28 12:00:00,-1.0,13.4,75.7,33.4,0.0529
2024-06-28 13:00:00,-1.0,10.4,74.8,33.9,0.0514
2024-06-28 14:00:00,-1.0,6.88,77.9,33.9,0.0867
2024-06-28 15:00:00,-1.0,7.93,84.8,31.9,0.0603
2024-06-28 16:00:00,-1.0,6.29,92.1,29.9,0.137
2024-06-28 17:00:00,-1.0,6.26,92.3,29.9,0.0514
2024-06-28 18:00:00,-1.0,6.03,92.2,27.9,0.145
2024-06-28 19:00:00,-1.0,4.57,91.4,25.9,0.0426
2024-06-28 20:00:00,-1.0,5.28,89.5,25.9,-1.0
2024-06-28 21:00:00,-1.0,6.58,85.0,26.9,0.0617
2024-06-28 22:00:00,-1.0,6.1,79.2,27.9,-1.0
2024-06-28 23:00:00,-1.0,8.36,73.9,27.9,-1.0
2024-06-29 00:00:00,-1.0,7.06,72.4,28.4,-1.0
2024-06-29 01:00:00,-1.0,4.32,68.4,28.9,-1.0
2024-06-29 02:00:00,-1.0,2.25,61.7,28.9,-1.0
2024-06-29 03:00:00,-1.0,1.9,67.3,28.4,-1.0
2024-06-29 04:00:00,-1.0,2.35,106.0,27.9,-1.0
2024-06-29 05:00:00,-1.0,3.23,108.0,27.9,0.0235
2024-06-29 06:00:00,-1.0,2.45,92.0,24.0,-1.0
2024-06-29 07:00:00,-1.0,2.82,88.6,20.0,0.0235
2024-06-29 08:00:00,-1.0,3.58,92.6,20.0,0.0529
2024-06-29 09:00:00,-1.0,3.57,100.0,15.0,0.047
2024-06-29 10:00:00,-1.0,3.92,87.6,9.98,-1.0
2024-06-29 11:00:00,-1.0,2.65,76.8,9.98,-1.0
2024-06-29 12:00:00,-1.0,2.96,76.7,9.98,0.0235
2024-06-29 13:00:00,-1.0,2.96,78.4,9.98,-1.0
2024-06-29 14:00:00,-1.0,2.41,78.5,9.98,0.0573
2024-06-29 15:00:00,-1.0,2.6,75.4,11.0,0.0705
2024-06-29 16:00:00,-1.0,2.32,72.8,12.0,0.047
2024-06-29 17:00:00,-1.0,2.72,69.3,12.0,-1.0
2024-06-29 18:00:00,-1.0,2.77,67.8,16.5,0.0456
2024-06-29 19:00:00,-1.0,2.49,64.0,21.0,0.0911
2024-06-29 20:00:00,-1.0,2.22,61.9,21.0,0.128
2024-06-29 21:00:00,-1.0,2.7,61.7,18.0,0.184
2024-06-29 22:00:00,-1.0,2.77,60.7,15.0,0.156
2024-06-29 23:00:00,-1.0,7.78,55.4,15.0,0.148
2024-06-30 00:00:00,-1.0,5.69,57.1,14.0,0.16
2024-06-30 01:00:00,-1.0,4.25,56.7,13.0,0.145
2024-06-30 02:00:00,-1.0,3.25,54.9,13.0,0.207
2024-06-30 03:00:00,-1.0,2.21,54.6,11.5,0.19
2024-06-30 04:00:00,-1.0,1.73,55.3,9.98,0.201
2024-06-30 05:00:00,-1.0,2.03,55.8,9.98,0.193
2024-06-30 06:00:00,-1.0,2.27,57.5,10.5,0.188
2024-06-30 07:00:00,-1.0,2.09,60.4,11.0,0.113
2024-06-30 08:00:00,-1.0,1.94,65.3,11.0,0.287
2024-06-30 09:00:00,-1.0,1.89,66.3,10.5,0.354
2024-06-30 10:00:00,-1.0,2.35,67.6,9.98,0.385
2024-06-30 11:00:00,-1.0,3.99,68.2,9.98,0.247
2024-06-30 12:00:00,-1.0,5.62,66.9,9.48,0.229
2024-06-30 13:00:00,-1.0,11.7,60.3,8.98,0.301
2024-06-30 14:00:00,-1.0,38.1,38.4,8.98,0.567
2024-06-30 15:00:00,-1.0,16.3,61.5,9.98,0.331
2024-06-30 16:00:00,-1.0,3.68,71.0,11.0,0.295
2024-06-30 17:00:00,-1.0,3.25,73.6,11.0,0.218
2024-06-30 18:00:00,-1.0,3.47,70.7,12.0,0.143
2024-06-30 19:00:00,-1.0,3.27,69.5,13.0,0.165
2024-06-30 20:00:00,-1.0,6.73,65.1,13.0,0.097
2024-06-30 21:00:00,-1.0,10.3,58.8,13.5,0.0941
2024-06-30 22:00:00,-1.0,4.88,59.3,14.0,0.166
2024-06-30 23:00:00,-1.0,4.66,57.1,14.0,0.0676
2024-07-01 00:00:00,-1.0,3.59,57.4,15.5,0.121
2024-07-01 01:00:00,-1.0,1.62,59.3,17.0,0.138
2024-07-01 02:00:00,-1.0,1.37,59.5,17.0,0.0588
2024-07-01 03:00:00,-1.0,1.1,57.7,17.5,0.0147
2024-07-01 04:00:00,-1.0,1.2,59.8,18.0,0.00294
2024-07-01 08:00:00,-1.0,8.63,68.0,17.0,0.101
2024-07-01 10:00:00,-1.0,5.67,70.3,22.0,0.367
2024-07-01 13:00:00,-1.0,5.54,89.0,34.9,0.0904
2024-07-01 14:00:00,-1.0,7.17,81.0,34.9,0.159
2024-07-01 15:00:00,-1.0,8.39,67.2,27.4,0.243
2024-07-01 18:00:00,-1.0,3.79,66.4,13.5,0.261
2024-07-01 19:00:00,-1.0,2.56,76.4,6.99,0.333
2024-07-01 20:00:00,-1.0,3.0,80.6,6.99,0.363
2024-07-01 21:00:00,-1.0,1.96,82.4,6.99,0.239
2024-07-01 22:00:00,-1.0,3.25,74.2,6.99,0.366
2024-07-01 23:00:00,-1.0,3.08,63.6,6.99,0.328
2024-07-02 00:00:00,-1.0,2.8,58.9,8.48,0.441
2024-07-02 01:00:00,-1.0,1.65,55.7,9.98,0.46
2024-07-02 02:00:00,-1.0,0.999,55.2,9.98,0.417
2024-07-02 03:00:00,-1.0,0.58,55.6,11.5,0.423
2024-07-02 04:00:00,-1.0,0.482,52.5,13.0,0.383
2024-07-02 05:00:00,-1.0,1.33,50.1,13.0,0.352
2024-07-02 06:00:00,-1.0,2.41,49.1,12.5,0.362
2024-07-02 07:00:00,-1.0,5.01,50.1,12.0,0.389
2024-07-02 08:00:00,-1.0,5.94,54.5,12.0,0.387
2024-07-02 09:00:00,-1.0,4.99,59.1,12.0,0.405
2024-07-02 10:00:00,-1.0,4.06,65.6,12.0,0.381
2024-07-02 11:00:00,-1.0,4.5,68.9,12.0,0.379
2024-07-02 12:00:00,-1.0,5.52,67.6,13.0,0.448
2024-07-02 13:00:00,-1.0,6.19,65.3,14.0,0.459
2024-07-02 14:00:00,-1.0,5.77,71.5,14.0,0.468
2024-07-02 15:00:00,-1.0,3.56,77.8,16.0,0.606
2024-07-02 16:00:00,-1.0,4.9,76.0,18.0,0.545
2024-07-02 17:00:00,-1.0,4.32,79.8,18.0,0.591
2024-07-02 18:00:00,-1.0,4.2,83.6,17.0,0.687
2024-07-02 19:00:00,-1.0,2.94,79.2,16.0,0.653
2024-07-02 20:00:00,-1.0,2.91,77.0,16.0,0.641
2024-07-02 21:00:00,-1.0,4.13,71.6,14.0,0.647
2024-07-02 22:00:00,-1.0,4.39,66.0,12.0,0.674
2024-07-02 23:00:00,-1.0,5.49,61.3,12.0,0.628
2024-07-03 00:00:00,-1.0,6.94,53.8,11.0,0.508
2024-07-03 01:00:00,-1.0,6.73,51.6,9.98,0.493
2024-07-03 02:00:00,-1.0,6.28,52.5,9.98,0.587
2024-07-03 03:00:00,-1.0,4.16,48.9,9.98,0.487
2024-07-03 04:00:00,-1.0,3.67,50.9,9.98,0.524
2024-07-03 05:00:00,-1.0,3.12,56.5,9.98,0.567
2024-07-03 06:00:00,-1.0,4.06,50.9,9.48,0.562
2024-07-03 07:00:00,-1.0,9.12,49.8,8.98,0.472
2024-07-03 08:00:00,-1.0,14.9,45.5,8.98,0.51
2024-07-03 09:00:00,-1.0,25.3,38.6,8.98,0.529
2024-07-03 10:00:00,-1.0,25.5,37.5,8.98,0.524
2024-07-03 11:00:00,-1.0,24.7,40.4,8.98,0.549
2024-07-03 12:00:00,-1.0,18.7,49.3,9.48,0.397
2024-07-03 13:00:00,-1.0,10.3,60.5,9.98,0.54
2024-07-03 14:00:00,-1.0,7.78,62.4,9.98,0.506
2024-07-03 15:00:00,-1.0,10.1,62.4,10.5,0.56
2024-07-03 16:00:00,-1.0,6.29,65.8,11.0,0.533
2024-07-03 17:00:00,-1.0,5.76,66.3,11.0,0.423
2024-07-03 18:00:00,-1.0,6.19,65.7,9.98,0.418
2024-07-03 19:00:00,-1.0,7.77,65.9,8.98,0.448
2024-07-03 20:00:00,-1.0,8.31,62.1,8.98,0.42
2024-07-03 21:00:00,-1.0,3.91,60.3,8.98,0.512
2024-07-03 22:00:00,-1.0,1.87,62.8,8.98,0.551
2024-07-03 23:00:00,-1.0,3.32,46.9,8.98,0.498
2024-07-04 00:00:00,-1.0,1.58,47.4,9.98,0.504
2024-07-04 01:00:00,-1.0,0.691,46.2,11.0,0.562
2024-07-04 02:00:00,-1.0,0.328,45.4,11.0,0.486
2024-07-04 03:00:00,-1.0,-1.0,51.5,11.0,0.394
2024-07-04 04:00:00,-1.0,0.181,55.8,11.0,0.49
2024-07-04 05:00:00,-1.0,0.908,47.7,11.0,0.567
2024-07-04 06:00:00,-1.0,2.31,40.0,10.5,0.468
2024-07-04 07:00:00,-1.0,4.32,47.8,9.98,0.509
2024-07-04 08:00:00,-1.0,4.68,60.9,9.98,0.489
2024-07-04 09:00:00,-1.0,4.2,66.5,10.5,0.471
2024-07-04 10:00:00,-1.0,4.14,66.1,11.0,0.508
2024-07-04 11:00:00,-1.0,3.79,69.4,11.0,0.563
2024-07-04 12:00:00,-1.0,4.44,71.4,12.5,0.494
2024-07-04 13:00:00,-1.0,4.75,71.7,14.0,0.562
2024-07-04 14:00:00,-1.0,3.94,73.8,14.0,0.482
2024-07-04 15:00:00,-1.0,5.92,73.2,15.5,0.628
2024-07-04 16:00:00,-1.0,7.06,70.4,17.0,0.536
2024-07-04 17:00:00,-1.0,4.96,63.8,17.0,0.543
2024-07-04 18:00:00,-1.0,5.23,62.6,15.5,0.487
2024-07-04 19:00:00,-1.0,4.62,58.8,14.0,0.551
2024-07-04 20:00:00,-1.0,4.28,53.3,14.0,0.489
2024-07-04 21:00:00,-1.0,3.41,59.9,13.5,0.479
2024-07-04 22:00:00,-1.0,2.75,56.4,13.0,0.652
2024-07-04 23:00:00,-1.0,2.64,54.7,13.0,0.51
2024-07-05 00:00:00,-1.0,4.25,48.0,13.0,0.459
2024-07-05 01:00:00,-1.0,3.44,45.3,13.0,0.536
2024-07-05 02:00:00,-1.0,2.47,42.9,13.0,0.526
2024-07-05 03:00:00,-1.0,3.22,32.7,12.0,0.489
2024-07-05 04:00:00,-1.0,2.23,35.3,11.0,0.464
2024-07-05 05:00:00,-1.0,2.65,33.6,11.0,0.0675
2024-07-05 06:00:00,-1.0,3.19,37.8,10.5,0.0486
2024-07-05 07:00:00,-1.0,7.1,49.2,9.98,0.058
2024-07-05 09:00:00,-1.0,6.05,64.8,9.98,0.15
2024-07-05 10:00:00,-1.0,7.91,66.5,9.98,0.0243
2024-07-05 11:00:00,-1.0,11.9,54.7,9.98,0.166
2024-07-05 12:00:00,-1.0,12.4,64.6,12.0,0.0391
2024-07-05 13:00:00,-1.0,9.39,76.8,14.0,0.0432
2024-07-05 14:00:00,-1.0,4.76,73.5,14.0,0.234
2024-07-05 15:00:00,-1.0,3.3,73.7,13.0,0.204
2024-07-05 16:00:00,-1.0,3.26,72.2,12.0,0.281
2024-07-05 17:00:00,-1.0,3.13,74.1,12.0,0.19
