datetime,co,no2,o3,pm10,so2
2020-09-23 04:00:00,158.0,0.288,57.9,19.0,0.703
2020-09-23 05:00:00,160.0,0.955,53.1,17.5,0.782
2020-09-23 06:00:00,172.0,3.22,52.2,19.5,0.84
2020-09-23 07:00:00,179.0,10.3,50.3,23.5,0.669
2020-09-23 09:00:00,203.0,13.7,47.9,29.4,0.737
2020-09-23 10:00:00,208.0,12.7,51.6,30.9,1.01
2020-09-23 11:00:00,217.0,10.7,58.7,37.4,1.09
2020-09-23 12:00:00,224.0,11.6,64.0,41.9,1.3
2020-09-23 13:00:00,220.0,9.09,76.4,40.9,1.34
2020-09-23 15:00:00,243.0,14.6,81.7,43.9,1.53
2020-09-23 16:00:00,243.0,16.0,90.9,51.9,1.95
2020-09-23 17:00:00,266.0,24.1,77.8,57.4,1.73
2020-09-23 18:00:00,261.0,17.5,83.9,52.9,1.61
2020-09-23 19:00:00,265.0,16.8,75.4,42.9,1.28
2020-09-23 20:00:00,252.0,15.9,68.5,40.9,1.04
2020-09-23 21:00:00,244.0,11.1,72.5,39.4,1.04
2020-09-23 22:00:00,234.0,7.1,69.8,34.9,0.88
2020-09-23 23:00:00,223.0,4.79,70.5,35.4,1.06
2020-09-24 00:00:00,216.0,3.55,72.1,37.4,0.941
2020-09-24 01:00:00,211.0,2.57,64.1,35.4,0.998
2020-09-24 02:00:00,208.0,0.61,63.0,33.9,1.1
2020-09-24 03:00:00,204.0,0.675,64.6,33.4,0.993
2020-09-24 04:00:00,202.0,0.701,62.6,32.4,0.827
2020-09-24 05:00:00,207.0,1.94,54.3,30.4,0.979
2020-09-24 06:00:00,210.0,5.79,41.9,30.4,0.848
2020-09-24 07:00:00,229.0,12.6,33.7,31.4,0.957
2020-09-24 08:00:00,244.0,23.3,24.5,35.9,0.984
2020-09-24 09:00:00,221.0,13.9,33.8,38.4,1.2
2020-09-24 10:00:00,222.0,11.3,39.7,36.9,1.0
2020-09-24 11:00:00,220.0,10.3,57.9,36.9,1.22
2020-09-24 12:00:00,223.0,11.9,72.9,35.9,1.29
2020-09-24 13:00:00,216.0,10.2,82.4,33.9,1.15
2020-09-24 14:00:00,223.0,10.6,90.9,36.4,1.06
2020-09-24 15:00:00,221.0,10.5,90.2,37.9,1.19
2020-09-24 16:00:00,228.0,13.7,81.4,35.4,1.2
2020-09-24 17:00:00,242.0,21.2,65.2,34.9,1.0
2020-09-24 18:00:00,244.0,21.0,56.9,32.4,1.04
2020-09-24 19:00:00,241.0,16.3,55.0,29.9,0.844
2020-09-24 20:00:00,225.0,12.3,51.9,28.9,0.943
2020-09-24 21:00:00,204.0,6.48,56.3,28.9,0.928
2020-09-24 22:00:00,198.0,4.03,58.9,30.4,0.777
2020-09-24 23:00:00,-1.0,-1.0,-1.0,31.9,-1.0
2020-09-25 00:00:00,197.0,1.82,64.7,33.9,1.07
2020-09-25 01:00:00,194.0,0.991,61.6,32.4,0.944
2020-09-25 02:00:00,195.0,1.17,70.4,29.9,0.974
2020-09-25 03:00:00,190.0,0.339,77.8,28.9,0.941
2020-09-25 04:00:00,191.0,0.757,70.8,26.4,0.904
2020-09-25 05:00:00,187.0,1.24,60.8,25.9,0.922
2020-09-25 06:00:00,188.0,3.02,49.1,25.0,0.681
2020-09-25 07:00:00,207.0,11.5,35.3,27.9,0.864
2020-09-25 08:00:00,229.0,16.1,27.2,32.9,0.979
2020-09-25 09:00:00,217.0,14.0,32.1,33.9,1.03
2020-09-25 11:00:00,222.0,15.4,39.9,44.4,1.13
2020-09-25 12:00:00,222.0,13.1,42.7,41.4,0.935
2020-09-25 13:00:00,225.0,11.8,51.3,42.4,1.13
2020-09-25 14:00:00,240.0,17.2,51.6,47.4,1.35
2020-09-25 15:00:00,234.0,15.1,65.1,44.4,1.05
2020-09-25 16:00:00,246.0,21.3,58.1,42.4,1.06
2020-09-25 17:00:00,250.0,25.3,51.0,44.4,1.28
2020-09-25 18:00:00,315.0,42.6,34.6,43.9,1.2
2020-09-25 19:00:00,259.0,27.8,44.8,46.4,1.27
2020-09-25 20:00:00,221.0,13.4,54.9,42.4,1.16
2020-09-25 21:00:00,220.0,7.76,54.7,36.4,1.18
2020-09-25 22:00:00,216.0,5.36,56.0,35.9,1.19
2020-09-25 23:00:00,215.0,3.86,58.4,39.4,1.13
2020-09-26 00:00:00,214.0,3.44,60.5,39.4,1.3
2020-09-26 01:00:00,211.0,2.23,61.5,37.4,1.3
2020-09-26 02:00:00,211.0,1.32,62.5,39.4,1.37
2020-09-26 03:00:00,209.0,0.514,62.4,39.9,1.26
2020-09-26 04:00:00,210.0,0.585,59.8,39.4,1.26
2020-09-26 05:00:00,213.0,1.64,56.6,38.9,1.31
2020-09-26 06:00:00,216.0,2.3,55.4,38.9,1.55
2020-09-26 07:00:00,217.0,3.12,54.2,40.9,1.45
2020-09-26 08:00:00,225.0,5.9,51.1,40.4,1.3
2020-09-26 10:00:00,239.0,8.53,54.3,43.4,1.89
2020-09-26 11:00:00,236.0,8.68,61.5,44.4,1.93
2020-09-26 12:00:00,250.0,10.3,66.4,43.9,1.95
2020-09-26 13:00:00,249.0,8.88,79.2,48.9,2.57
2020-09-26 14:00:00,249.0,8.41,78.2,52.9,2.19
2020-09-26 15:00:00,250.0,8.85,78.9,55.9,2.14
2020-09-26 16:00:00,253.0,10.9,75.1,56.9,1.89
2020-09-26 17:00:00,267.0,12.3,69.3,51.4,1.83
2020-09-26 18:00:00,264.0,9.94,66.3,50.4,1.82
2020-09-26 19:00:00,260.0,9.93,61.5,46.4,1.6
2020-09-26 20:00:00,249.0,9.28,59.5,40.9,1.59
2020-09-26 21:00:00,235.0,5.77,64.3,41.9,1.4
2020-09-26 22:00:00,223.0,3.47,66.0,45.9,1.71
2020-09-26 23:00:00,223.0,2.73,64.2,46.4,1.76
2020-09-27 00:00:00,220.0,3.04,61.6,43.9,1.72
2020-09-27 01:00:00,211.0,1.42,60.7,41.4,1.8
2020-09-27 02:00:00,225.0,2.42,59.9,39.9,1.97
2020-09-27 03:00:00,204.0,1.17,59.3,38.4,1.79
2020-09-27 04:00:00,210.0,0.981,58.3,33.9,1.57
2020-09-27 05:00:00,193.0,1.06,54.8,30.9,1.26
2020-09-27 06:00:00,187.0,2.52,52.5,28.4,1.23
2020-09-27 07:00:00,183.0,2.29,51.2,29.9,1.1
2020-09-27 08:00:00,181.0,3.1,49.0,32.9,1.13
2020-09-27 09:00:00,185.0,4.12,48.7,32.9,1.18
2020-09-27 10:00:00,189.0,5.48,53.8,32.9,1.58
2020-09-27 11:00:00,199.0,7.04,59.6,36.9,2.07
2020-09-27 12:00:00,199.0,6.6,63.7,43.9,1.92
2020-09-27 13:00:00,198.0,6.34,66.2,45.4,1.96
2020-09-27 14:00:00,206.0,7.59,66.8,45.9,1.96
2020-09-27 15:00:00,263.0,17.0,54.9,47.9,1.8
2020-09-27 16:00:00,301.0,27.4,39.5,45.4,1.54
2020-09-27 17:00:00,301.0,29.2,34.2,41.9,1.31
2020-09-27 18:00:00,383.0,39.7,23.6,46.4,1.43
2020-09-27 19:00:00,334.0,35.7,25.6,50.9,1.47
2020-09-27 20:00:00,250.0,17.8,41.1,47.9,1.57
2020-09-27 21:00:00,233.0,10.5,46.0,42.9,1.32
2020-09-27 22:00:00,209.0,5.08,48.9,42.9,1.34
2020-09-27 23:00:00,203.0,2.23,50.5,39.9,1.28
2020-09-28 00:00:00,202.0,1.73,50.6,36.4,1.11
2020-09-28 01:00:00,196.0,0.813,50.2,38.4,1.17
2020-09-28 02:00:00,192.0,0.441,49.7,39.9,1.2
2020-09-28 03:00:00,191.0,1.61,48.1,38.4,1.04
2020-09-28 04:00:00,190.0,1.69,45.8,37.4,1.03
2020-09-28 05:00:00,189.0,3.53,40.4,39.4,1.09
2020-09-28 06:00:00,188.0,8.07,32.8,39.4,1.22
2020-09-28 07:00:00,210.0,15.3,23.7,42.4,0.951
2020-09-28 08:00:00,235.0,25.3,15.5,51.9,1.29
2020-09-28 09:00:00,222.0,20.3,20.9,57.4,1.31
2020-09-28 10:00:00,208.0,15.0,28.7,57.4,1.39
2020-09-28 11:00:00,210.0,12.4,39.1,53.9,1.57
2020-09-28 12:00:00,197.0,9.7,51.3,45.9,1.53
2020-09-28 13:00:00,201.0,9.04,52.7,42.4,1.5
2020-09-28 14:00:00,210.0,11.9,54.5,40.9,1.45
2020-09-28 15:00:00,236.0,22.5,40.2,42.9,1.41
2020-09-28 16:00:00,275.0,29.8,33.0,47.4,1.39
2020-09-28 17:00:00,304.0,28.6,30.4,47.4,1.3
2020-09-28 18:00:00,295.0,28.1,25.9,46.9,1.41
2020-09-28 19:00:00,258.0,33.7,19.1,48.9,1.42
2020-09-28 20:00:00,216.0,14.4,34.1,48.4,1.44
2020-09-28 21:00:00,201.0,8.71,34.0,43.4,1.21
2020-09-28 22:00:00,192.0,4.51,33.3,38.9,0.912
2020-09-28 23:00:00,-1.0,-1.0,-1.0,35.9,-1.0
2020-09-29 00:00:00,186.0,2.76,27.1,35.4,1.02
2020-09-29 01:00:00,187.0,1.68,26.1,36.4,0.983
2020-09-29 02:00:00,186.0,1.96,23.8,37.4,0.901
2020-09-29 03:00:00,188.0,1.47,22.4,38.4,0.975
2020-09-29 04:00:00,189.0,2.1,19.7,37.9,0.664
2020-09-29 05:00:00,192.0,3.4,16.4,36.4,0.704
2020-09-29 06:00:00,196.0,8.06,10.3,33.4,0.951
2020-09-29 07:00:00,247.0,15.8,5.01,33.4,1.06
2020-09-29 08:00:00,256.0,19.0,3.52,34.9,1.21
2020-09-29 09:00:00,243.0,15.4,6.14,36.4,1.21
2020-09-29 10:00:00,225.0,10.4,8.52,28.4,1.16
2020-09-29 11:00:00,222.0,9.52,9.09,22.0,0.963
2020-09-29 12:00:00,230.0,9.31,9.84,25.0,1.08
2020-09-29 13:00:00,229.0,7.57,11.1,18.5,1.04
2020-09-29 14:00:00,227.0,9.2,8.69,16.5,1.17
2020-09-29 15:00:00,230.0,9.28,7.96,20.0,1.09
2020-09-29 16:00:00,243.0,12.4,6.14,18.0,1.1
2020-09-29 17:00:00,262.0,13.4,5.55,19.5,1.23
2020-09-29 18:00:00,274.0,13.6,4.57,20.5,1.13
2020-09-29 19:00:00,245.0,12.7,3.24,17.5,0.796
2020-09-29 20:00:00,303.0,15.9,2.56,20.0,1.21
2020-09-29 21:00:00,345.0,18.2,1.54,25.0,1.65
2020-09-29 22:00:00,247.0,10.2,2.14,25.9,1.01
2020-09-29 23:00:00,211.0,5.29,4.3,21.0,0.94
2020-09-30 00:00:00,200.0,3.66,5.24,9.48,0.983
2020-09-30 01:00:00,189.0,1.23,5.47,3.99,0.752
2020-09-30 02:00:00,183.0,0.713,7.42,11.5,0.762
2020-09-30 03:00:00,182.0,0.663,9.65,16.5,0.772
2020-09-30 04:00:00,180.0,1.11,10.9,12.0,0.722
2020-09-30 05:00:00,183.0,2.39,11.0,8.98,0.861
2020-09-30 06:00:00,186.0,5.38,8.93,8.48,0.808
2020-09-30 07:00:00,247.0,11.4,4.32,14.5,1.09
2020-09-30 08:00:00,291.0,18.2,3.7,27.9,1.47
2020-09-30 09:00:00,270.0,15.9,6.45,28.4,1.33
2020-09-30 10:00:00,219.0,9.89,9.5,-1.0,1.15
2020-09-30 11:00:00,250.0,13.5,10.3,-1.0,1.03
2020-09-30 12:00:00,231.0,14.3,13.1,27.9,1.29
2020-09-30 13:00:00,214.0,12.1,15.1,27.4,1.18
2020-09-30 14:00:00,214.0,11.8,15.3,19.5,1.12
2020-09-30 15:00:00,246.0,15.3,14.0,12.5,1.25
2020-09-30 16:00:00,273.0,19.1,14.8,14.5,1.2
2020-09-30 17:00:00,294.0,27.9,10.6,16.5,1.38
2020-09-30 18:00:00,315.0,29.5,10.8,20.0,1.33
2020-09-30 19:00:00,278.0,26.4,12.8,22.0,1.06
2020-09-30 20:00:00,287.0,21.7,20.4,20.5,1.22
2020-09-30 21:00:00,261.0,20.7,24.6,18.5,1.23
2020-09-30 22:00:00,242.0,27.4,18.5,20.0,1.24
2020-09-30 23:00:00,259.0,14.7,24.2,22.5,1.05
2020-10-01 00:00:00,277.0,19.4,17.1,22.5,1.09
2020-10-01 01:00:00,259.0,10.5,24.5,23.5,1.03
2020-10-01 02:00:00,251.0,17.1,14.8,18.5,1.06
2020-10-01 03:00:00,247.0,16.9,10.7,13.0,1.07
2020-10-01 04:00:00,257.0,18.3,6.4,12.0,1.11
2020-10-01 05:00:00,271.0,11.8,15.4,19.5,1.16
2020-10-01 06:00:00,271.0,14.3,13.6,28.4,1.22
2020-10-01 07:00:00,292.0,20.7,11.2,30.4,1.32
2020-10-01 08:00:00,323.0,27.4,8.27,32.9,1.36
2020-10-01 09:00:00,345.0,22.4,10.4,38.9,0.729
2020-10-01 10:00:00,290.0,17.8,18.8,43.9,0.792
2020-10-01 11:00:00,281.0,22.0,22.3,47.4,1.51
2020-10-01 12:00:00,277.0,21.4,30.2,51.4,1.53
2020-10-01 13:00:00,320.0,22.5,29.3,46.9,1.07
2020-10-01 14:00:00,317.0,22.9,29.1,41.4,0.746
2020-10-01 15:00:00,319.0,27.2,26.5,39.9,0.929
2020-10-01 16:00:00,322.0,34.6,19.8,41.9,0.618
2020-10-01 17:00:00,401.0,46.1,11.3,48.4,0.819
2020-10-01 18:00:00,262.0,32.2,29.3,65.9,0.543
2020-10-01 19:00:00,241.0,20.1,39.0,78.3,0.545
2020-10-01 20:00:00,227.0,14.7,39.0,77.3,0.736
2020-10-01 21:00:00,228.0,15.3,35.6,78.3,0.562
2020-10-01 22:00:00,220.0,11.2,37.8,75.3,0.561
2020-10-01 23:00:00,209.0,7.1,39.1,66.4,0.283
2020-10-02 00:00:00,198.0,5.67,40.2,59.9,0.258
2020-10-02 01:00:00,190.0,2.53,41.9,57.9,0.239
2020-10-02 02:00:00,186.0,1.44,41.4,56.9,0.17
2020-10-02 03:00:00,192.0,1.09,41.4,61.9,0.289
2020-10-02 04:00:00,209.0,3.55,40.7,76.8,0.121
2020-10-02 05:00:00,207.0,5.69,37.3,87.3,0.138
2020-10-02 06:00:00,214.0,10.2,31.8,83.3,0.0368
2020-10-02 07:00:00,231.0,17.5,24.6,73.4,0.167
2020-10-02 08:00:00,248.0,25.1,18.0,66.4,0.522
2020-10-02 09:00:00,247.0,23.6,22.3,60.9,0.438
2020-10-02 10:00:00,244.0,20.2,28.6,58.4,0.494
2020-10-02 11:00:00,236.0,13.8,40.3,64.9,0.512
2020-10-02 12:00:00,236.0,11.7,48.7,71.9,0.97
2020-10-02 13:00:00,202.0,11.8,54.2,62.9,1.02
2020-10-02 14:00:00,204.0,13.4,55.6,54.4,0.731
2020-10-02 15:00:00,200.0,16.1,54.5,55.9,0.983
2020-10-02 16:00:00,218.0,23.1,49.3,56.4,0.752
2020-10-02 17:00:00,222.0,23.5,47.2,64.4,1.28
2020-10-02 18:00:00,215.0,21.7,44.8,71.9,0.535
2020-10-02 19:00:00,224.0,19.3,41.7,73.4,0.878
2020-10-02 20:00:00,205.0,12.0,45.4,74.9,0.397
2020-10-02 21:00:00,196.0,9.01,45.3,75.8,0.325
2020-10-02 22:00:00,190.0,5.42,48.3,71.4,0.252
2020-10-02 23:00:00,-1.0,-1.0,-1.0,62.9,-1.0
2020-10-03 00:00:00,189.0,5.26,48.8,50.9,0.382
2020-10-03 01:00:00,183.0,3.71,50.9,41.4,0.237
2020-10-03 02:00:00,183.0,2.57,51.9,38.4,0.0512
2020-10-03 03:00:00,185.0,2.5,51.5,36.4,0.218
2020-10-03 04:00:00,183.0,2.14,53.4,34.9,0.259
2020-10-03 05:00:00,178.0,2.56,52.4,33.4,0.307
2020-10-03 06:00:00,181.0,2.84,52.2,32.9,0.104
2020-10-03 07:00:00,183.0,5.35,49.5,29.4,0.384
2020-10-03 08:00:00,190.0,7.34,46.9,29.4,0.35
2020-10-03 10:00:00,206.0,8.99,44.4,31.4,0.348
2020-10-03 11:00:00,212.0,9.04,44.9,31.9,0.451
2020-10-03 12:00:00,224.0,9.52,46.4,34.4,0.486
2020-10-03 13:00:00,236.0,8.67,52.4,42.4,0.641
2020-10-03 14:00:00,251.0,6.96,57.9,72.4,0.566
2020-10-03 15:00:00,252.0,6.61,60.9,97.8,0.64
2020-10-03 16:00:00,234.0,6.81,59.8,83.8,0.434
2020-10-03 17:00:00,231.0,8.2,57.7,61.4,0.306
2020-10-03 18:00:00,261.0,9.67,53.7,55.9,0.389
2020-10-03 19:00:00,287.0,8.16,49.8,57.4,0.494
2020-10-03 20:00:00,265.0,6.86,47.3,53.9,0.389
2020-10-03 21:00:00,235.0,6.25,44.6,42.4,0.292
2020-10-03 22:00:00,230.0,4.92,42.8,33.9,0.534
2020-10-03 23:00:00,228.0,3.19,44.4,31.4,0.393
2020-10-04 00:00:00,219.0,2.22,47.3,30.9,0.376
2020-10-05 01:00:00,212.0,0.212,48.7,38.4,0.145
2020-10-05 02:00:00,206.0,-0.0987,50.4,33.9,0.0499
2020-10-05 03:00:00,197.0,-0.599,51.7,32.4,0.141
2020-10-05 04:00:00,189.0,-0.772,51.8,29.4,0.208
2020-10-05 05:00:00,176.0,0.784,54.1,26.4,0.0578
2020-10-05 06:00:00,169.0,4.13,67.2,22.5,-0.0237
2020-10-05 07:00:00,174.0,10.8,68.0,15.0,0.138
2020-10-05 16:00:00,259.0,21.8,62.5,11.5,0.0946
2020-10-05 17:00:00,239.0,35.3,49.9,15.5,0.0894
2020-10-05 18:00:00,244.0,39.6,38.7,23.5,0.0815
2020-10-05 19:00:00,242.0,33.6,36.3,25.0,0.129
2020-10-05 20:00:00,212.0,18.2,43.5,19.5,0.168
2020-10-05 21:00:00,201.0,11.9,39.9,20.0,-0.0381
2020-10-05 22:00:00,197.0,8.51,35.7,22.5,0.0565
2020-10-05 23:00:00,197.0,5.44,34.4,25.9,-0.046
2020-10-06 00:00:00,197.0,2.99,38.8,30.9,-0.00788
2020-10-06 01:00:00,198.0,1.76,40.2,28.4,0.141
2020-10-06 02:00:00,198.0,1.06,41.0,24.0,-0.0237
2020-10-06 03:00:00,197.0,0.784,42.1,21.0,0.171
2020-10-06 04:00:00,198.0,1.38,41.9,22.5,-0.025
2020-10-06 05:00:00,199.0,2.75,39.4,24.5,0.23
2020-10-06 06:00:00,202.0,5.1,37.5,23.5,0.193
2020-10-06 07:00:00,213.0,8.92,35.9,27.4,0.239
2020-10-06 08:00:00,223.0,15.2,32.5,28.9,0.313
2020-10-06 09:00:00,218.0,14.9,34.2,29.4,0.265
2020-10-06 10:00:00,209.0,12.1,39.1,31.4,0.285
2020-10-06 11:00:00,202.0,11.9,42.6,30.9,0.108
2020-10-06 12:00:00,196.0,9.4,48.2,29.4,0.332
2020-10-06 13:00:00,193.0,10.2,49.9,28.4,0.231
2020-10-06 14:00:00,191.0,11.0,53.0,24.5,0.0631
2020-10-06 15:00:00,180.0,11.5,55.3,17.5,0.302
2020-10-06 16:00:00,186.0,10.2,52.9,14.0,0.329
2020-10-06 17:00:00,200.0,12.5,42.8,10.5,0.133
2020-10-06 18:00:00,200.0,12.2,36.0,5.99,0.196
2020-10-06 19:00:00,189.0,8.79,34.7,5.49,0.0171
2020-10-06 20:00:00,184.0,6.49,35.2,8.48,0.0815
2020-10-06 21:00:00,178.0,4.59,36.4,9.48,0.0368
2020-10-06 22:00:00,170.0,3.43,34.4,7.98,0.12
2020-10-06 23:00:00,-1.0,-1.0,-1.0,7.98,-1.0
2020-10-07 00:00:00,160.0,1.57,36.4,9.98,-0.00526
2020-10-07 01:00:00,163.0,0.867,37.1,11.5,0.0723
2020-10-07 02:00:00,156.0,1.33,37.3,12.5,-0.126
2020-10-07 03:00:00,155.0,0.406,37.7,12.5,0.124
2020-10-07 04:00:00,157.0,0.686,36.6,11.5,0.0145
2020-10-07 05:00:00,158.0,1.26,35.6,15.0,0.0131
2020-10-07 06:00:00,159.0,4.17,30.1,17.0,0.0972
2020-10-07 07:00:00,185.0,10.8,21.5,15.0,0.025
2020-10-07 08:00:00,212.0,23.1,11.2,15.5,0.388
2020-10-07 09:00:00,218.0,22.4,12.3,16.0,0.33
2020-10-07 10:00:00,194.0,14.8,19.3,16.5,0.326
2020-10-07 11:00:00,199.0,11.5,24.3,16.5,0.346
2020-10-07 15:00:00,202.0,13.1,33.3,17.5,0.248
2020-10-07 16:00:00,232.0,23.0,26.4,16.5,0.347
2020-10-07 17:00:00,220.0,19.8,32.1,17.5,0.283
2020-10-07 18:00:00,232.0,22.0,27.2,15.0,0.298
2020-10-07 19:00:00,255.0,30.4,18.4,15.5,0.204
2020-10-07 20:00:00,240.0,24.7,22.0,19.0,0.435
2020-10-07 21:00:00,205.0,12.8,34.6,18.0,0.268
2020-10-07 22:00:00,188.0,6.98,41.5,12.5,0.39
2020-10-08 01:00:00,171.0,0.884,42.7,13.0,0.181
2020-10-08 02:00:00,172.0,1.76,38.6,13.5,0.329
2020-10-08 03:00:00,170.0,0.387,35.2,15.0,0.35
2020-10-08 04:00:00,170.0,0.429,33.1,15.5,0.0683
2020-10-08 05:00:00,172.0,1.27,28.6,18.0,0.0368
2020-10-08 06:00:00,178.0,4.19,22.3,16.5,0.247
2020-10-08 07:00:00,202.0,10.8,14.3,13.5,0.255
2020-10-08 08:00:00,202.0,14.3,12.3,15.0,0.11
2020-10-08 09:00:00,210.0,15.4,23.9,18.0,0.218
2020-10-08 10:00:00,210.0,13.7,30.7,19.5,0.34
2020-10-08 11:00:00,206.0,11.9,34.4,20.5,0.198
2020-10-08 12:00:00,204.0,13.8,42.2,18.5,0.427
2020-10-08 13:00:00,183.0,10.5,52.4,17.0,0.117
2020-10-08 14:00:00,183.0,12.7,52.1,16.0,0.208
2020-10-08 15:00:00,177.0,8.77,59.0,14.0,0.481
2020-10-08 16:00:00,183.0,12.0,56.1,14.0,0.352
2020-10-08 17:00:00,191.0,15.7,51.5,14.5,0.13
2020-10-08 18:00:00,194.0,11.6,50.3,12.5,0.413
2020-10-08 19:00:00,180.0,9.1,47.7,11.0,0.258
2020-10-08 20:00:00,179.0,5.89,46.5,12.5,0.343
2020-10-08 21:00:00,176.0,4.63,45.0,12.5,0.177
2020-10-08 22:00:00,175.0,3.81,43.6,11.5,0.48
2020-10-08 23:00:00,174.0,3.29,41.5,12.0,0.196
2020-10-09 00:00:00,171.0,2.69,42.9,13.0,0.351
2020-10-09 01:00:00,171.0,2.02,42.3,11.5,0.214
2020-10-09 06:00:00,172.0,2.45,39.9,11.0,0.523
2020-10-09 07:00:00,186.0,7.47,35.3,13.5,0.237
2020-10-09 08:00:00,192.0,10.3,34.1,16.5,0.363
2020-10-09 09:00:00,191.0,12.1,32.3,14.0,0.347
2020-10-09 10:00:00,189.0,10.2,32.9,13.0,0.401
2020-10-09 11:00:00,184.0,8.86,36.1,16.0,0.31
2020-10-09 12:00:00,194.0,9.29,40.4,16.5,0.164
2020-10-09 13:00:00,182.0,8.38,50.3,17.5,0.127
2020-10-09 14:00:00,186.0,8.08,55.6,18.0,0.246
2020-10-09 15:00:00,192.0,8.79,53.3,21.5,0.117
2020-10-09 16:00:00,197.0,10.3,46.5,15.0,-0.0302
2020-10-09 17:00:00,205.0,12.6,36.1,3.49,0.168
2020-10-09 18:00:00,217.0,12.5,28.0,4.49,0.399
2020-10-09 19:00:00,253.0,15.1,22.4,8.98,0.0092
2020-10-09 20:00:00,244.0,15.4,28.7,13.5,0.134
2020-10-09 21:00:00,217.0,10.8,38.8,15.5,0.155
2020-10-09 22:00:00,186.0,8.02,45.1,12.5,0.0723
2020-10-09 23:00:00,180.0,7.18,44.4,8.48,0.181
2020-10-10 00:00:00,167.0,4.41,45.4,7.49,0.401
2020-10-10 01:00:00,162.0,3.19,44.4,7.49,0.273
2020-10-10 02:00:00,161.0,2.62,42.4,7.98,-0.118
2020-10-10 03:00:00,152.0,0.969,44.9,6.99,0.223
2020-10-10 04:00:00,153.0,1.62,44.0,6.49,0.189
2020-10-10 05:00:00,155.0,1.57,44.2,6.49,0.265
2020-10-10 06:00:00,162.0,3.98,42.3,5.49,0.233
2020-10-10 07:00:00,172.0,6.36,41.0,4.99,0.0105
2020-10-10 09:00:00,185.0,10.6,39.1,6.99,0.181
2020-10-10 10:00:00,185.0,12.6,38.9,9.48,0.204
2020-10-10 11:00:00,206.0,12.8,41.6,10.5,0.313
2020-10-10 12:00:00,193.0,8.29,49.0,12.0,0.194
2020-10-10 13:00:00,178.0,9.29,50.7,14.5,0.202
2020-10-10 14:00:00,175.0,6.29,54.9,15.0,0.231
2020-10-10 15:00:00,177.0,8.9,45.6,13.5,0.242
2020-10-10 16:00:00,172.0,7.18,45.9,14.5,0.313
2020-10-10 17:00:00,176.0,8.13,43.7,15.0,0.112
2020-10-10 18:00:00,177.0,8.09,39.1,13.5,0.342
2020-10-10 19:00:00,186.0,8.06,36.0,12.0,0.2
2020-10-10 20:00:00,171.0,4.59,38.7,13.5,0.138
2020-10-10 21:00:00,168.0,3.42,38.4,13.0,0.179
2020-10-10 22:00:00,171.0,4.87,35.4,10.5,0.277
2020-10-10 23:00:00,-1.0,-1.0,-1.0,11.0,-1.0
2020-10-11 00:00:00,159.0,2.11,40.2,11.0,0.385
2020-10-11 01:00:00,156.0,0.896,43.8,13.5,0.595
2020-10-11 02:00:00,158.0,0.576,40.5,13.0,0.766
2020-10-11 03:00:00,159.0,0.171,37.0,9.98,0.757
2020-10-11 04:00:00,160.0,0.169,33.2,10.5,0.35
2020-10-11 05:00:00,161.0,-0.0327,30.1,14.5,0.373
2020-10-11 06:00:00,161.0,0.679,25.5,15.5,0.159
2020-10-11 07:00:00,165.0,2.6,20.9,10.5,0.143
2020-10-11 08:00:00,171.0,4.18,17.1,7.49,0.263
2020-10-11 09:00:00,183.0,7.33,18.3,8.48,0.418
2020-10-11 10:00:00,183.0,7.9,33.3,9.98,0.315
2020-10-11 11:00:00,210.0,10.7,38.7,9.48,0.294
2020-10-11 12:00:00,205.0,10.9,43.3,7.49,0.271
2020-10-11 13:00:00,189.0,7.93,52.5,5.49,0.435
2020-10-11 14:00:00,198.0,12.4,55.3,5.99,0.595
2020-10-11 20:00:00,618.0,59.6,3.26,27.9,1.08
2020-10-11 21:00:00,563.0,52.0,2.79,31.4,1.04
2020-10-11 22:00:00,392.0,32.2,8.94,28.9,0.468
2020-10-11 23:00:00,265.0,18.8,24.8,19.0,0.376
2020-10-12 00:00:00,230.0,12.0,32.5,11.0,0.473
2020-10-12 01:00:00,216.0,8.26,33.3,8.48,0.541
2020-10-12 02:00:00,196.0,5.18,37.6,9.98,0.442
2020-10-12 10:00:00,196.0,20.7,38.9,17.5,0.264
2020-10-12 11:00:00,210.0,17.2,45.4,14.5,0.494
2020-10-12 12:00:00,191.0,11.7,60.8,11.0,0.54
2020-10-12 13:00:00,184.0,10.9,62.9,6.49,0.335
2020-10-12 14:00:00,191.0,12.7,61.3,9.98,0.482
2020-10-12 15:00:00,196.0,14.2,59.1,12.0,0.284
2020-10-12 16:00:00,219.0,16.9,57.2,12.0,0.808
2020-10-12 17:00:00,249.0,22.0,48.9,12.5,0.503
2020-10-12 18:00:00,257.0,22.1,43.8,12.5,0.29
2020-10-12 19:00:00,214.0,13.8,48.1,12.0,0.315
2020-10-12 20:00:00,202.0,8.11,48.9,11.0,0.16
2020-10-12 21:00:00,191.0,5.5,53.6,9.98,0.423
2020-10-12 22:00:00,178.0,3.82,52.7,11.5,0.248
2020-10-12 23:00:00,179.0,3.47,47.6,11.5,0.29
2020-10-13 00:00:00,196.0,1.88,47.5,7.49,0.448
2020-10-13 01:00:00,169.0,0.894,52.1,4.99,0.307
2020-10-13 02:00:00,165.0,1.22,51.6,4.99,0.385
2020-10-13 03:00:00,180.0,0.847,50.7,4.99,0.24
